content,tokenized_content,sentiment,sentiment_type
@user you delivered my package to the wrong person,"['delivered', 'package', 'wrong', 'person']",-0.5,Negative
@user hi. i'm waiting for a parcel supposed to be delivered today. it's 7:22 p.m. and no sign of it and not tracking info since the 16th. i am very sad. about this.,"['hi', 'm', 'waiting', 'parcel', 'supposed', 'delivered', 'today', 'is', '7:22', 'pm', 'sign', 'tracking', 'info', 'since', 'with', 'sad']",-0.5,Negative
"@user , pathetic service by you. i have been trying to reach customer service for a resolution, no proper answer, they are hanging up when asked to transfer the call to the supervisor. tracking number: 1zx0y0030490993800. no one showed up and still it says refused by me.","['pathetic', 'service', 'trying', 'reach', 'customer', 'service', 'resolution', 'proper', 'answer', 'hanging', 'asked', 'transfer', 'call', 'supervisor', 'tracking', 'number', '1zx0y0030490993800', 'one', 'showed', 'still', 'say', 'refused']",-0.5,Negative
@user @user boston is so cold i consider it part of canada tbf,"['boston', 'cold', 'consider', 'part', 'canada', 'tbl']",-0.6,Negative
"@user my god you are pathetic you and the president supported stopping the pip line coming down from canada. 
picking up the oil in north dakota. 
y don't you tell the lies and the cover ups of just the oil trains that have derailed 96 car 3 million gallon crud oil burning 
2016mousur","['god', 'pathetic', 'president', 'supported', 'stopping', 'pip', 'line', 'coming', 'canada', 'picking', 'oil', 'north', 'dakota', 'not', 'tell', 'lie', 'cover', 'ups', 'oil', 'train', 'derailed', 'gt', 'car', 'a', 'million', 'gallon', 'crude', 'oil', 'burning', '2016mousur']",-0.85,Negative
karina @user service canada is not providing service..line ups in freezing cold because they don’t let you in and at 1:30pm told no passports can be processed..this is not ‘service’.,"['marina', 'service', 'canada', 'providing', 'service', 'gt', 'line', 'ups', 'freezing', 'cold', 'a', 'let', '1:30pm', 'told', 'passport', 'processed', 'gt', 'a', 'service', 'a']",-0.6,Negative
@user it’s crazy to me that a package from canada to oregon takes you guys 11 days to deliver when usps manages to deliver from the same location in 3 days,"['a', 'crazy', 'package', 'canada', 'oregon', 'take', 'guy', 'gt', 'day', 'deliver', 'uses', 'manages', 'deliver', 'location', 'a', 'day']",-0.6,Negative
"pff
ups if you haven't loaded my package to your delivery truck, don't lie to me and say it'll be delivered today

out of all the courier services i've used in canada, ups had the worst estimates...","['off', 'ups', 'not', 'loaded', 'package', 'delivery', 'truck', 'not', 'lie', 'say', 'all', 'delivered', 'today', 'courier', 'service', 've', 'used', 'canada', 'ups', 'worst', 'estimate', '...']",-1.0,Negative
"@user well said, not a monopoly, now the lines ups will be even worst here in vancouver canada","['well', 'said', 'monopoly', 'line', 'ups', 'even', 'worst', 'vancouver', 'canada']",-1.0,Negative
@user your website is broken again and now i can't create a claim for a package that you said you delivered but wasn't,"['website', 'broken', 'ca', 'not', 'create', 'claim', 'package', 'said', 'delivered', 'not']",-0.4,Negative
@user celebrating for fake delivery?,"['celebrating', 'fake', 'delivery']",-0.5,Negative
"united parcel service canada ltd (""ups"") | siskinds law firmhttp › class-action › ups
the lawsuit further claims that ups failed to obtain consumers' consent to act as a customs broker; to disclose the existence and/or amount of the brokerage ...","['united', 'parcel', 'service', 'canada', 'ltd', 'gt', 'ups', 'gt', 'siskinds', 'law', 'firmhttp', 'a', 'class-action', 'a', 'ups', 'lawsuit', 'claim', 'ups', 'failed', 'obtain', 'consumer', 'consent', 'act', 'custom', 'broker', 'disclose', 'existence', 'anchor', 'amount', 'brokerage', '...']",-0.5,Negative
"@user shipped to canada, insane cost but faster. you then held it hostage for 'import fees' of about pricing20, but charged our college son pricing80 (pricing60 'brokerage fee') for the privilege of actually getting the item we'd sent *already paid* and you said nothing about this before shipping.","['shipped', 'canada', 'insane', 'cost', 'faster', 'held', 'hostage', 'import', 'fee', 'pricing', 'charged', 'college', 'son', 'pricing', 'pricing', 'brokerage', 'fee', 'privilege', 'actually', 'getting', 'item', 'id', 'sent', 'already', 'paid', 'said', 'nothing', 'shipping']",-0.5,Negative
@user data mining without express permission is illegal in canada. it's why we get those weird cookie pop ups.,"['data', 'mining', 'without', 'express', 'permission', 'illegal', 'canada', 'is', 'get', 'weird', 'cookie', 'pop', 'ups']",-0.5,Negative
"@user hi there. sorry for the experience, and we'd like to take a look into this matter. we use ups in the united states and canada for most deliveries. have you tried contacting their customer service team to check the status? ash_lenovo","['hi', 'sorry', 'experience', 'id', 'like', 'take', 'look', 'matter', 'use', 'ups', 'united', 'state', 'canada', 'delivery', 'tried', 'contacting', 'customer', 'service', 'team', 'check', 'status', 'ash_lenovo']",-0.5,Negative
"@user @user @user @user @user hi audery, trudeau called me, the device is useless for him otherwise he would take it😂","['hi', 'query', 'trudeau', 'called', 'device', 'useless', 'otherwise', 'would', 'take', 'it']",-0.5,Negative
@user @user @user @user @user wow hope it’s found but number one thing to know is don’t use @user they are horrible they don’t deliver to your door they put your packages in random mailboxes and or hang your package from a tree. i ask when i order things now  and if the shipper is ups it’s a no from me.,"['wow', 'hope', 'a', 'found', 'number', 'one', 'thing', 'know', 'a', 'use', 'horrible', 'a', 'deliver', 'door', 'put', 'package', 'random', 'parlbox', 'hang', 'package', 'tree', 'ask', 'order', 'thing', 'shipped', 'ups', 'a']",-0.4666666666666666,Negative
"@user second day in a row ""failed attempt""... i've been sitting here all day... no knock or phone call wtf","['second', 'day', 'row', 'gt', 'failed', 'attempt', 'gt', '...', 've', 'sitting', 'day', '...', 'knock', 'phone', 'call', 'wtf']",-0.3333333333333333,Negative
"i returned an @user order by dropping off to @user. a few days later, ups says they cannot track the order and says only amazon can file a claim while amazon customer support slams the phone by saying ‘we cannot help you with a refund’. horrible customer experience!","['returned', 'order', 'dropping', 'day', 'later', 'ups', 'say', 'track', 'order', 'say', 'amazon', 'file', 'claim', 'amazon', 'customer', 'support', 'slam', 'phone', 'saying', 'a', 'help', 'refund', 'a', 'horrible', 'customer', 'experience']",-0.5,Negative
"attn all airlines! the people of #turkey &amp; #syria are in need after the devastating #earthquake. toronto turkish community has collected donations, but we need your help to get them there. @user @user @user @user step up and be a part of the solution #help","['att', 'airline', 'people', 'turkey', 'amp', 'syria', 'need', 'devastating', 'earthquake', 'toronto', 'turkish', 'community', 'collected', 'donation', 'need', 'help', 'get', 'step', 'part', 'solution', 'help']",-1.0,Negative
fuck ups for charging 100 dollars in brokerage fees to ship an item to myself from the us to canada 😡🤬😡,"['fuck', 'ups', 'charging', '100', 'dollar', 'brokerage', 'fee', 'ship', 'item', 'u', 'canada', '😡🤬😡']",-0.4,Negative
"@user @user @user the local ups said they know they delivered package to wrong address.

they said delivery driver returned tuesday to wrong address to retrieve package and redeliver it to me.

they said delivery driver went yesterday.

they said delivery driver went today.

1/2","['local', 'ups', 'said', 'know', 'delivered', 'package', 'wrong', 'address', 'said', 'delivery', 'driver', 'returned', 'tuesday', 'wrong', 'address', 'retrieve', 'package', 'receiver', 'said', 'delivery', 'driver', 'went', 'yesterday', 'said', 'delivery', 'driver', 'went', 'today', '1/2']",-0.3333333333333333,Negative
"@user @user the local ups said they know they delivered package to wrong address.

they said delivery driver returned tuesday to wrong address to retrieve package and redeliver it to me.

they said delivery driver went yesterday.

they said delivery driver went today.

1/2","['local', 'ups', 'said', 'know', 'delivered', 'package', 'wrong', 'address', 'said', 'delivery', 'driver', 'returned', 'tuesday', 'wrong', 'address', 'retrieve', 'package', 'receiver', 'said', 'delivery', 'driver', 'went', 'yesterday', 'said', 'delivery', 'driver', 'went', 'today', '1/2']",-0.3333333333333333,Negative
@user i concur with the other person that said @user is the worst customer service imaginable. the phone operators you call for ‘help’ have no ability to actually help and are the reinforced gatekeepers to management. it’s not possible to escalate an issue so my packages are mia.,"['concur', 'person', 'said', 'worst', 'customer', 'service', 'imaginable', 'phone', 'operator', 'call', 'a', 'help', 'a', 'ability', 'actually', 'help', 'reinforced', 'gatekeeper', 'management', 'a', 'possible', 'escalate', 'issue', 'package', 'mia']",-0.3333333333333333,Negative
"@user hello, lou. i am sorry for the trouble. please provide us with the documents you have, invoices, tracking number, delivery address, phone number, and email address, so we can look into it. -henry http","['hello', 'lou', 'sorry', 'trouble', 'please', 'provide', 'u', 'document', 'voice', 'tracking', 'number', 'delivery', 'address', 'phone', 'number', 'email', 'address', 'look', 'henry']",-0.35,Negative
"@user worst customer service received tonight. 2 invoices for an undeliverable package that ups drop off said go to go. sorry not me, sorry not me, sorry not me, is all i heard from 7 people. can anyone help or resolve issues who pick up the phones?","['worst', 'customer', 'service', 'received', 'tonight', 'a', 'voice', 'undeliverable', 'package', 'ups', 'drop', 'said', 'go', 'go', 'sorry', 'sorry', 'sorry', 'heard', 'a', 'people', 'anyone', 'help', 'resolve', 'issue', 'pick', 'phone']",-0.625,Negative
"i used to think canada post was the worst shipping system but it’s definitely ups, they playin me.","['used', 'think', 'canada', 'post', 'worst', 'shipping', 'system', 'a', 'definitely', 'ups', 'playing']",-0.5,Negative
"@user everything the government touches seems to turn to crap. imagine if the the government banned other shipping options like ups, fedex etc, and said only canada post. we would be waiting months for mail.","['everything', 'government', 'touch', 'seems', 'turn', 'crap', 'imagine', 'government', 'banned', 'shipping', 'option', 'like', 'ups', 'index', 'etc', 'said', 'canada', 'post', 'would', 'waiting', 'month', 'mail']",-0.8,Negative
"worst experience from @user !! . package not delivered from 6 days and everyday customer representative says it will be delivered by today ! 
pathetic service from @user 
@user plays with the emotion and feeling that a package can contain . 
#scam @user","['worst', 'experience', 'package', 'delivered', 'a', 'day', 'everyday', 'customer', 'representative', 'say', 'delivered', 'today', 'pathetic', 'service', 'play', 'emotion', 'feeling', 'package', 'contain', 'scam']",-0.7333333333333334,Negative
"@user your customer service and delivery notices are crazy confusing, annoying and below industry standards. also good to know @user doesn't employ canadians for customer service. i will never use your terrible service ever again.","['customer', 'service', 'delivery', 'notice', 'crazy', 'confusing', 'annoying', 'industry', 'standard', 'also', 'good', 'know', 'not', 'employ', 'canadian', 'customer', 'service', 'never', 'use', 'terrible', 'service', 'ever']",-0.3333333333333333,Negative
"@user mindless desperate photo ops to make canadians think u r human. it won’t work. ur wife hates u, canada hates u give up and let the grown ups run the country now","['mindless', 'desperate', 'photo', 'ops', 'make', 'canadian', 'think', 'u', 'r', 'human', 'a', 'work', 'ur', 'wife', 'hate', 'u', 'canada', 'hate', 'u', 'give', 'let', 'grown', 'ups', 'run', 'country']",-0.4800000000000001,Negative
"@user hello, david. i am sorry for the inconvenience. please provide us with your tracking number, delivery address, phone number, and email address, so we can look into it. -henry http","['hello', 'david', 'sorry', 'inconvenience', 'please', 'provide', 'u', 'tracking', 'number', 'delivery', 'address', 'phone', 'number', 'email', 'address', 'look', 'henry']",-0.5,Negative
@user when i pay pricing14 just for them to ship it fucking canada post instead of fedex/ups,"['pay', 'pricing', 'ship', 'fucking', 'canada', 'post', 'instead', 'fedex/ups']",-0.6,Negative
"@user so like our federal government.
no accountability.
no consequences for failure.
just screw ups and incompetent.
it’s a rot that has set into trudeau’s canada….","['like', 'federal', 'government', 'accountability', 'consequence', 'failure', 'screw', 'ups', 'incompetent', 'a', 'rot', 'set', 'trudeau', 'a', 'canada']",-0.33333333333333337,Negative
@user i never get this problem with @user they always deliver and have very polite employees. unlike @user a set of rude nasty attitude customer service reps .,"['never', 'get', 'problem', 'always', 'deliver', 'polite', 'employee', 'unlike', 'set', 'rude', 'nasty', 'attitude', 'customer', 'service', 'rep']",-0.65,Negative
@user i need my package and im on hold now for over 1 hour. waiting for information. ive been lies to by your customer service rep now i al on hold for a manager no one ive been place on hold again. you guys carry the worst delivery service.,"['need', 'package', 'im', 'hold', 'a', 'hour', 'waiting', 'information', 'ive', 'lie', 'customer', 'service', 'rep', 'al', 'hold', 'manager', 'one', 'ive', 'place', 'hold', 'guy', 'carry', 'worst', 'delivery', 'service']",-1.0,Negative
"@user why am i getting charged duty on books? i checked the customs website, there’s no duty on books. and its impossible to reach you to dispute the charge?","['getting', 'charged', 'duty', 'book', 'checked', 'custom', 'website', 'a', 'duty', 'book', 'impossible', 'reach', 'dispute', 'charge']",-0.6666666666666666,Negative
@user yall i hate to tell you this but i work for a company that ships in canada using ups and something is wrong with their system everything is delayed😭,"['all', 'hate', 'tell', 'work', 'company', 'ship', 'canada', 'using', 'ups', 'something', 'wrong', 'system', 'everything', 'delayed']",-0.65,Negative
"@user hello, mehma.  i am sorry for the trouble. please provide us with your tracking number, delivery address, phone number, and email address, so we can look into it. -henry http","['hello', 'media', 'sorry', 'trouble', 'please', 'provide', 'u', 'tracking', 'number', 'delivery', 'address', 'phone', 'number', 'email', 'address', 'look', 'henry']",-0.35,Negative
as they should!  singh’s propping ups the worst government canada has ever had!  @user,"['singh', 'a', 'dropping', 'ups', 'worst', 'government', 'canada', 'ever']",-1.0,Negative
"@user hello, mehrma. i am sorry for the inconvenience. please provide us with your tracking number, delivery address, phone number, and email address, so we can look at it. -henry http","['hello', 'mehr', 'sorry', 'inconvenience', 'please', 'provide', 'u', 'tracking', 'number', 'delivery', 'address', 'phone', 'number', 'email', 'address', 'look', 'henry']",-0.5,Negative
"@user 

and other delivery company with bad service and lazy courier","['delivery', 'company', 'bad', 'service', 'lazy', 'courier']",-0.4749999999999999,Negative
"@user @user ups canada is the worst currier in canada,
they delayed five days to figure out their ineffective internal communication for a 1-day shipping package, while the duty had been paid while shipping.","['ups', 'canada', 'worst', 'carrier', 'canada', 'delayed', 'five', 'day', 'figure', 'ineffective', 'internal', 'communication', 'day', 'shipping', 'package', 'duty', 'paid', 'shipping']",-0.5,Negative
@user oh sorry!  i was referring to canada ups...not the usa,"['oh', 'sorry', 'referring', 'canada', 'ups', '...', 'usa']",-0.5,Negative
"@user it’s so weird when i tracking the package i got a information said the shipping address provided is either incorrect or incomplete. i double checked, the address is 100% correct! it’s so frustrated!","['a', 'weird', 'tracking', 'package', 'got', 'information', 'said', 'shipping', 'address', 'provided', 'either', 'incorrect', 'incomplete', 'double', 'checked', 'address', '100', 'correct', 'a', 'frustrated']",-0.39999999999999997,Negative
"@user awful service! a ups delivery was left at the bottom of the outside stairs. no knock at my door, so i didn't know it was there. the fedex man who was delivering something else brought it inside! it was quite heavy too. thank you @user!","['awful', 'service', 'ups', 'delivery', 'left', 'bottom', 'outside', 'stair', 'knock', 'door', 'not', 'know', 'index', 'man', 'delivering', 'something', 'else', 'brought', 'inside', 'quite', 'heavy', 'thank']",-0.3,Negative
hey @user yall fucking suck. your drivers seem to be utter shit and unable to read/knock. just sayin.,"['hey', 'all', 'fucking', 'suck', 'driver', 'seem', 'utter', 'shit', 'unable', 'read/knock', 'saying']",-0.325,Negative
"@user i am sincerely sorry for the delay in the delivery of your package. please let us know about your contact with the sender, and we will know how to assist you. -henry http","['sincerely', 'sorry', 'delay', 'delivery', 'package', 'please', 'let', 'u', 'know', 'contact', 'sender', 'know', 'assist', 'henry']",-0.5,Negative
"it seems the conservative party in every country is fucked up, the brexiters in the uk, the trucker convoy in canada and the #1 fuck ups leading the pack... magamorons. i'm feeling there's similarities.","['seems', 'conservative', 'party', 'every', 'country', 'sucked', 'brexiters', 'uk', 'tracker', 'convoy', 'canada', 'a', 'fuck', 'ups', 'leading', 'pack', '...', 'magamorons', 'm', 'feeling', 'is', 'similarity']",-0.4,Negative
@user then they charge me 140 dollars for shipping to us from canada like wtf,"['charge', '140', 'dollar', 'shipping', 'u', 'canada', 'like', 'wtf']",-0.5,Negative
"@user is the legitimate #1 goal scorer in the history of the #nhl
if you stand with ukraine, you stand for cover ups and money laundering by the elites… ban @user entry as he #hates canada!!","['legitimate', 'a', 'goal', 'scorer', 'history', 'nhl', 'stand', 'ukraine', 'stand', 'cover', 'ups', 'money', 'laundering', 'elites', 'ban', 'entry', 'hate', 'canada']",-0.8,Negative
@user hi i got my parcel shipped from india on 19th of jan which is express delivery but today its 28th and still didn’t received my parcel. i have seen worst service of ups in canada. i will recommend everyone not to go with them. they have rating of 1.3 on google.,"['hi', 'got', 'parcel', 'shipped', 'india', 'with', 'jan', 'express', 'delivery', 'today', 'with', 'still', 'a', 'received', 'parcel', 'seen', 'worst', 'service', 'ups', 'canada', 'recommend', 'everyone', 'go', 'rating', '1.3', 'google']",-1.0,Negative
@user is always fucking with my packages 😡😡😡😡😡😡,"['always', 'fucking', 'package', '😡😡😡😡😡😡']",-0.6,Negative
@user in an effort to educate you and your base @user here's some data and general information about canada's interest rates and what has affected the ups and downs.  #cdnpoli #cpc #pierrepoilievreislyingtoyou http,"['effort', 'educate', 'base', 'is', 'data', 'general', 'information', 'canada', 'is', 'interest', 'rate', 'affected', 'ups', 'down', 'cdnpoli', 'cpc', 'pierrepoilievreislyingtoyou']",-0.30185185185185187,Negative
@user @user then canada has had no fuck ups in its history? isn't that something...,"['canada', 'fuck', 'ups', 'history', 'not', 'something', '...']",-0.4,Negative
"never use @user to ship to canada! those fuck ups @user called yesterday for a coworker on vacation to find out what to do with a package in customs. i gave the email of her supervisor. 

choosing shipping when buying online - the lifestyle digs http","['never', 'use', 'ship', 'canada', 'fuck', 'ups', 'called', 'yesterday', 'coworkers', 'vacation', 'find', 'package', 'custom', 'gave', 'email', 'supervisor', 'choosing', 'shipping', 'buying', 'online', 'lifestyle', 'dig']",-0.4,Negative
"i can’t wait to see what happens when the fedex cargo bike comes across an amazon/ups/canada post van blocking the bike lane. i mean, it’ll probably just go around, but use your imagination.","['a', 'wait', 'see', 'happens', 'index', 'cargo', 'bike', 'come', 'across', 'amazon/ups/canada', 'post', 'van', 'blocking', 'bike', 'lane', 'mean', 'a', 'probably', 'go', 'around', 'use', 'imagination']",-0.3125,Negative
@user @user the worst service ever,"['worst', 'service', 'ever']",-1.0,Negative
"@user thank you henry. again, this is not helpful. this item travelled from china through japan and the us into canada in about 24h but could not reach etobicoke from mississauga since this morning because it snowed…in january…in canada. there is something wrong with @user","['thank', 'henry', 'helpful', 'item', 'travelled', 'china', 'japan', 'u', 'canada', 'th', 'could', 'reach', 'etobicoke', 'mississauga', 'since', 'morning', 'snowed…in', 'january…in', 'canada', 'something', 'wrong']",-0.5,Negative
henry from @user @user twitter line is also useless. he thinks the shipper should call to resolve this. so ups makes me pay duties b4 the package can be delivered then loses my package… and now expects the shipper to call in and deal with a refund that needs to go to my cc?,"['henry', 'twitter', 'line', 'also', 'useless', 'think', 'shipped', 'call', 'resolve', 'ups', 'make', 'pay', 'duty', 'by', 'package', 'delivered', 'loses', 'package', 'expects', 'shipped', 'call', 'deal', 'refund', 'need', 'go', 'cc']",-0.4,Negative
"yet another fail by @user @user no call, no knock, this time i dont even think they pulled into my street because i was watching g the window all day.  so sick of you guys. http","['yet', 'another', 'fail', 'call', 'knock', 'time', 'dont', 'even', 'think', 'pulled', 'street', 'watching', 'g', 'window', 'day', 'sick', 'guy']",-0.6071428571428572,Negative
"ups hasn't delivered my item and is delaying it but amazon says since it hasn't returned to them, they can't issue a refund. fuck all y'all @user @user","['ups', 'not', 'delivered', 'item', 'delaying', 'amazon', 'say', 'since', 'not', 'returned', 'ca', 'not', 'issue', 'refund', 'fuck', 'small']",-0.325,Negative
"@user hello, i am sorry for the trouble. yes, this is a scam. the tracking number is not correct and all the messages you will receive from us come from http -henry http","['hello', 'sorry', 'trouble', 'yes', 'scam', 'tracking', 'number', 'correct', 'message', 'receive', 'u', 'come', 'henry']",-0.35,Negative
@user @user @user @user omg. this is ridiculous. 🙁,"['oh my god', 'ridiculous', 'a']",-0.3333333333333333,Negative
@user @user @user @user this is absolutely awful. how hard is it to just do what @user is asking.,"['absolutely', 'awful', 'hard', 'asking']",-0.6458333333333334,Negative
@user @user @user @user worst spot in the city for this! forces riders out into a busy road where traffic has no reason to expect them to be coming. and the street in the middle always has a spot to park. park there!,"['worst', 'spot', 'city', 'force', 'rider', 'busy', 'road', 'traffic', 'reason', 'expect', 'coming', 'street', 'middle', 'always', 'spot', 'park', 'park']",-0.3,Negative
@user @user @user how do you even be careless about a passport???!!!,"['even', 'careless', 'passport']",-0.5,Negative
"@user @user @user i think i need to make some ""slaps"" for these kids of situations for riders maybe saying, ""i got this stupid sticker for parking in the bike lane.""","['think', 'need', 'make', 'gt', 'slap', 'gt', 'kid', 'situation', 'rider', 'maybe', 'saying', 'gt', 'got', 'stupid', 'sticker', 'parking', 'bike', 'lane', 'gt']",-0.7999999999999999,Negative
"@user @user @user @user if you search our posts over the past year, you'll see some of the hiccups we've had with canada post and ups in canada.  very frustrating.","['search', 'post', 'past', 'year', 'all', 'see', 'pickup', 've', 'canada', 'post', 'ups', 'canada', 'frustrating']",-0.325,Negative
"@user @user @user give you've got his truck number, a call-in complaint might be in order.","['give', 've', 'got', 'truck', 'number', 'calling', 'complaint', 'might', 'order']",-0.3,Negative
@user @user started to get killed in december on duty while importing to canada - ups is the worst but canada post has also stepped up its game - so frustrating,"['started', 'get', 'killed', 'december', 'duty', 'importing', 'canada', 'ups', 'worst', 'canada', 'post', 'also', 'stepped', 'game', 'frustrating']",-0.5,Negative
@user even after giving all details about the shipment 1zw5421y6839375626 still the shipment is import scan since 8 days. your service is good in usa and  canada. but worst in germany @user . pathetic service.,"['even', 'giving', 'detail', 'shipment', '1zw5421y6839375626', 'still', 'shipment', 'import', 'scan', 'since', 'a', 'day', 'service', 'good', 'usa', 'canada', 'worst', 'germany', 'pathetic', 'service']",-0.43333333333333335,Negative
@user @user i paid for overnight am service. the package was lost for a month and they refuse to refund me. definitely worst company!,"['paid', 'overnight', 'service', 'package', 'lost', 'month', 'refuse', 'refund', 'definitely', 'worst', 'company']",-1.0,Negative
@user @user their customer service is the worst. they lie and pass you on from agent to agent because they don't care. i was told i received a refund. no record of it so the agent clearly just wanted to get rid of me.,"['customer', 'service', 'worst', 'lie', 'pas', 'agent', 'agent', 'not', 'care', 'told', 'received', 'refund', 'record', 'agent', 'clearly', 'wanted', 'get', 'rid']",-0.45,Negative
@user @user @user worst shipping company ever. lost my package for a month and won't refund the money i spent on overnight am service.,"['worst', 'shipping', 'company', 'ever', 'lost', 'package', 'month', 'wo', 'not', 'refund', 'money', 'spent', 'overnight', 'service']",-0.55,Negative
"@user it’s really bad in canada as well.
record line ups for food banks here.
over 1.5 million canadians using the service.
what’s happened?","['a', 'really', 'bad', 'canada', 'well', 'record', 'line', 'ups', 'food', 'bank', '1.5', 'million', 'canadian', 'using', 'service', 'a', 'happened']",-0.6999999999999998,Negative
"@user and @user don’t know where my gopro is, which i ordered on january 26th. the lack of communication and effort between these two companies are appalling.","['a', 'know', 'pro', 'ordered', 'january', 'with', 'lack', 'communication', 'effort', 'two', 'company', 'appalling']",-0.35,Negative
"@user @user toronto pearson airport is the worst airport in north america for international flight and connections. i have given up air travel from canada as most airlines use this terrible mess of an airport as a hub. long distances to departure gatres, huge line ups for customs.. no..","['toronto', 'pearson', 'airport', 'worst', 'airport', 'north', 'america', 'international', 'flight', 'connection', 'given', 'air', 'travel', 'canada', 'airline', 'use', 'terrible', 'mess', 'airport', 'hub', 'long', 'distance', 'departure', 'gates', 'huge', 'line', 'ups', 'custom', 'gt', 'gt']",-0.3041666666666666,Negative
"@user providing more drug addicts, food bank line ups &amp; poverty throughout canada you mean, trudeau. *spit","['providing', 'drug', 'addict', 'food', 'bank', 'line', 'ups', 'amp', 'poverty', 'throughout', 'canada', 'mean', 'trudeau', 'spit']",-0.3125,Negative
two days trying to get help from @user no response. also can’t get any help from @user just fyi. save your money and a lot of grief,"['two', 'day', 'trying', 'get', 'help', 'response', 'also', 'a', 'get', 'help', 'for your information', 'save', 'money', 'lot', 'grief']",-0.8,Negative
@user i landed in canada on 8th january and i realised that my baggage was missing.immediately i reported it in your baggage information centre at toronto but till this date after several follow ups i have not received my baggage. pathetic service @user,"['landed', 'canada', 'th', 'january', 'realised', 'baggage', 'missing.immediately', 'reported', 'baggage', 'information', 'centre', 'toronto', 'till', 'date', 'several', 'follow', 'ups', 'received', 'baggage', 'pathetic', 'service']",-0.5,Negative
omg please never use @user   not only do they not deliver to buildings but it’s impossible to contact them for help. use any other delivery,"['oh my god', 'please', 'never', 'use', 'deliver', 'building', 'a', 'impossible', 'contact', 'help', 'use', 'delivery']",-0.6666666666666666,Negative
"@user ""signature required"" means nothing to @user","['gt', 'signature', 'required', 'gt', 'mean', 'nothing']",-0.3125,Negative
"@user @user yes sadly it is. ups charges exorbitant brokerage fees on imports to canada, they're the most expensive of any of the major couriers.  
@user","['yes', 'sadly', 'ups', 'charge', 'exorbitant', 'brokerage', 'fee', 'import', 'canada', 'are', 'expensive', 'major', 'courier']",-0.3125,Negative
!!! my davidstea order is coming through canada post instead of ups for once which means it won't be a hassle to get it into my building 😊,"['davidstea', 'order', 'coming', 'canada', 'post', 'instead', 'ups', 'mean', 'wo', 'not', 'hassle', 'get', 'building', 'a']",-0.3125,Negative
@user @user sorry to hear it. sucks when you pay through the nose and everyone looks to the ground when things go awry.,"['sorry', 'hear', 'suck', 'pay', 'nose', 'everyone', 'look', 'ground', 'thing', 'go', 'awry']",-0.5,Negative
"waited all day for my parcels to be delivered by @user , they never were, (even though our email confirmation says that they were) turns out they were delivered to a house down the street!! (slow clap) thankfully my neighbour can read addresses and brought it to us at 8pm.","['waited', 'day', 'parcel', 'delivered', 'never', 'even', 'though', 'email', 'confirmation', 'say', 'turn', 'delivered', 'house', 'street', 'slow', 'clap', 'thankful', 'neighbour', 'read', 'address', 'brought', 'u', 'pm']",-0.30000000000000004,Negative
"dear @user
information provided by your tracking services is frustratingly scant, &amp; without more detail, seems misleading. am assuming my package is lost &amp; your agents unwilling to admit so. hard to run a business when i can’t at least rely on the information provided.","['dear', 'information', 'provided', 'tracking', 'service', 'frustrating', 'scant', 'amp', 'without', 'detail', 'seems', 'misleading', 'assuming', 'package', 'lost', 'amp', 'agent', 'unwilling', 'admit', 'hard', 'run', 'business', 'a', 'least', 'rely', 'information', 'provided']",-0.33055555555555555,Negative
"monday w/ @user: severe turbulence, 1.35 billion, canada is a crap hole, 400-push ups, smartphone app, eat the bug burger (nah), playing pickleball, a ring to patrol your home, man steals cruiser, woman boots bridesmaid &amp; much more!","['monday', 'w', 'severe', 'turbulence', '1.35', 'billion', 'canada', 'crap', 'hole', '400-push', 'ups', 'smartphone', 'app', 'eat', 'bug', 'burger', 'nah', 'playing', 'pickleball', 'ring', 'patrol', 'home', 'man', 'steal', 'cruiser', 'woman', 'boot', 'bridesmaid', 'amp', 'much']",-0.30000000000000004,Negative
not ups and canada post losing my 5sos black friday merch im so sad what,"['ups', 'canada', 'post', 'losing', 'sos', 'black', 'friday', 'march', 'im', 'sad']",-0.3333333333333333,Negative
"the couple of days preceding snowfall are the worst for my chronic illnesses. 

i basically have flare ups of increased pain and fatigue any time it’s going to snow. 

which makes winters in canada that much harder.","['couple', 'day', 'preceding', 'snowfall', 'worst', 'chronic', 'illness', 'basically', 'flare', 'ups', 'increased', 'pain', 'fatigue', 'time', 'a', 'going', 'snow', 'make', 'winter', 'canada', 'much', 'harder']",-0.55,Negative
"wait a package to be delivered overtime, got an alert ""delivered"" and there is no package! again wait 20 mins on the line get through to an agent! and get the response ""sorry delivered to waterloo not kitchener""! see how the #postalcode works for #upscanada  @user","['wait', 'package', 'delivered', 'overtime', 'got', 'alert', 'gt', 'delivered', 'gt', 'package', 'wait', 'gt', 'min', 'line', 'get', 'agent', 'get', 'response', 'gt', 'sorry', 'delivered', 'waterloo', 'kitchen', 'gt', 'see', 'postalcode', 'work', 'upscanada']",-0.5,Negative
"@user   @user  i've ordered a monitor a week ago waited seven days to be delivered and today it says ""delivered"" but guess what? it ıs wrong address!! tell me why u use postal codes? @user","['ve', 'ordered', 'monitor', 'week', 'ago', 'waited', 'seven', 'day', 'delivered', 'today', 'say', 'gt', 'delivered', 'gt', 'guess', 'is', 'wrong', 'address', 'tell', 'u', 'use', 'postal', 'code']",-0.5,Negative
